FIPS_x,Years of Potential Life Lost Rate (premature death),% Fair/Poor Health,percent_smokers,percent_obese,Food Environment Index,% Physically Inactive,percent Excessive Drinking,Percent Uninsured,PCP Rate,Preventable Hosp stays Rate,Percent Vaccinated Flu,High School Graduation Rate,Percent Some College,Percent Unemployed,Income Ratio,Average Daily PM2.5,Presence of water violation,Percent Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Life Expectancy,Number pre-mature Deaths,Percent Diabetic,HIV Prevalence Rate,Percent Food Insecure,Percent Insufficient Sleep,Percent Uninsured Adults,Percent Uninsured children,Median Household Income,Segregation Index non-white/ white,Population,percent < 18,percent 65 and over,percent African American,percent American Indian/Alaskan Native,percent Asian,percent Native Hawaiian/Other Pacific Islander,percent Hispanic,percent Non-Hispanic White,percent Not Proficient in English,percent Female,number Rural,State,cases_2022,Masks,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct
48141,5890.0,28,15,30,8.3,21,18,21.0,49.0,4324.0,32.0,86.0,64,4.6,4.8,9.5,Yes,19,13,6,1,80.6,7373.0,10,304.0,9,36,27.0,9.0,44120.0,22.0,840410,27.5,12.0,3.0,1.0,1.3,0.2,82.8,11.8,15,50.8,17409.0,TX,62423.92068314807,250.0,0.0,0.0
48143,6924.0,20,17,27,5.8,23,21,22.0,60.0,5757.0,48.0,59.0,64,3.4,5.8,8.8,Yes,22,19,3,1,78.0,442.0,9,37.0,19,31,25.0,14.0,48230.0,39.0,41969,20.5,14.0,1.7,1.3,0.8,0.1,21.4,74.6,3,50.9,17551.0,TX,10040.167136532256,250.0,0.0,0.0
48145,7710.0,22,18,32,6.4,28,16,20.0,12.0,8983.0,30.0,87.0,41,4.2,5.7,10.0,Yes,14,11,4,2,77.4,273.0,12,372.0,21,35,23.0,11.0,35988.0,33.0,17437,21.5,17.7,23.3,1.1,0.5,0.2,23.3,51.2,3,52.4,12034.0,TX,4465.907020483358,250.0,0.0,0.0
48147,10911.0,17,16,31,6.3,26,19,21.0,21.0,6285.0,42.0,97.0,52,3.3,4.6,10.0,No,15,11,3,2,74.1,681.0,11,230.0,18,32,25.0,13.0,50598.0,24.0,34446,21.2,18.7,6.5,1.3,0.7,0.1,11.0,79.0,2,47.1,23920.0,TX,8210.276633256979,250.0,0.0,0.0
48149,6733.0,16,13,27,7.5,23,17,19.0,36.0,3372.0,43.0,94.0,46,3.2,4.4,9.6,Yes,12,10,1,1,79.2,344.0,13,103.0,14,30,22.0,13.0,56320.0,18.0,25272,20.4,24.8,6.0,1.2,0.4,0.1,21.3,71.0,2,50.9,16485.0,TX,5626.694417596761,250.0,0.0,0.0
48153,5670.0,27,17,29,8.4,24,15,23.0,68.0,6025.0,32.0,96.0,52,5.5,4.5,7.3,No,16,10,6,1,79.9,64.0,11,104.0,12,33,28.0,12.0,41390.0,4.0,5855,26.9,18.5,3.2,1.4,0.5,0.0,59.0,36.2,4,49.4,3437.0,TX,2293.7503556108536,250.0,0.0,0.0
48157,4382.0,14,12,29,7.4,22,18,12.0,85.0,4759.0,44.0,93.0,77,4.6,4.1,11.7,No,14,11,3,1,83.0,4945.0,9,235.0,15,32,15.0,7.0,91661.0,38.0,764828,27.7,10.6,20.2,0.6,20.4,0.1,24.5,33.2,6,50.9,32405.0,TX,235048.5571857603,250.0,0.0,0.0
48159,10058.0,17,16,31,7.2,29,17,18.0,28.0,4018.0,48.0,99.0,55,4.6,5.2,9.9,No,13,9,2,2,76.8,169.0,12,172.0,18,30,20.0,12.0,44358.0,50.0,10767,24.0,21.3,3.7,1.1,0.9,0.0,14.5,78.9,3,50.4,7331.0,TX,2673.3111981663874,250.0,0.0,0.0
48161,7416.0,17,16,30,6.6,29,18,20.0,31.0,4076.0,31.0,94.0,49,6.3,5.3,10.0,No,12,9,3,1,78.8,294.0,12,371.0,20,32,24.0,12.0,47616.0,21.0,19625,23.0,19.6,15.6,1.3,0.7,0.0,15.4,67.0,3,48.2,13173.0,TX,4385.797752377312,250.0,0.0,0.0
48163,7126.0,29,17,28,8.8,22,18,20.0,16.0,4771.0,35.0,85.0,35,3.8,5.7,8.7,No,22,12,12,1,77.9,219.0,8,566.0,8,34,25.0,10.0,37853.0,22.0,19600,23.6,12.1,3.0,1.0,2.5,0.0,79.2,14.8,11,40.7,3819.0,TX,6763.855868528361,250.0,0.0,0.0
48165,6770.0,18,16,31,8.7,26,21,31.0,24.0,5452.0,29.0,93.0,34,3.0,4.1,7.4,Yes,12,5,7,2,78.7,186.0,8,67.0,10,33,37.0,22.0,52138.0,40.0,20638,36.0,8.6,1.6,1.1,0.4,0.1,41.9,55.0,10,49.7,11049.0,TX,2582.0543842416787,250.0,0.0,0.0
48167,7940.0,18,15,32,6.9,24,19,16.0,72.0,6729.0,43.0,92.0,65,5.2,5.5,10.3,Yes,16,13,3,1,77.5,4488.0,11,341.0,17,35,19.0,9.0,69674.0,30.0,335036,24.5,13.8,12.7,0.8,3.5,0.1,24.6,57.3,4,50.7,17915.0,TX,119198.0455039114,250.0,0.0,0.0
48171,6522.0,16,13,27,7.9,25,16,24.0,113.0,1861.0,51.0,95.0,55,2.6,4.6,8.4,Yes,18,14,4,2,80.6,355.0,14,71.0,13,29,26.0,19.0,58412.0,35.0,26646,20.2,29.2,0.4,1.1,0.4,0.1,23.5,74.6,4,51.6,13326.0,TX,6322.583087749601,250.0,0.0,0.0
48177,8193.0,22,15,29,7.5,27,17,25.0,38.0,4342.0,38.0,85.0,38,3.5,4.7,9.7,No,20,10,10,1,77.2,289.0,11,103.0,12,33,31.0,13.0,45052.0,11.0,20893,27.2,16.3,6.0,1.8,0.5,0.1,51.0,41.4,9,49.5,12930.0,TX,5433.317429948067,250.0,0.0,0.0
48179,9703.0,19,17,32,7.2,24,19,22.0,40.0,6583.0,44.0,95.0,46,5.3,4.7,7.1,No,14,10,2,2,75.0,377.0,11,116.0,16,32,27.0,13.0,46599.0,42.0,22404,25.5,15.9,4.8,1.6,0.7,0.0,28.9,63.2,5,46.6,4369.0,TX,7020.106842244249,250.0,0.0,0.0
48181,8678.0,16,16,31,6.8,27,18,19.0,50.0,5987.0,49.0,94.0,59,3.5,4.6,10.2,Yes,15,11,3,1,76.3,2035.0,11,167.0,18,31,23.0,12.0,54431.0,30.0,131140,23.8,17.5,5.9,1.8,1.4,0.1,13.4,75.6,3,51.2,52159.0,TX,31990.998501131937,250.0,0.0,0.0
48183,10077.0,18,16,31,5.9,27,19,19.0,82.0,4528.0,47.0,94.0,56,5.1,4.7,10.2,Yes,18,14,3,1,75.4,1923.0,11,456.0,21,33,24.0,10.0,47208.0,27.0,123367,25.9,15.2,20.2,1.0,1.4,0.1,19.0,57.4,4,51.3,16266.0,TX,27252.82717545296,250.0,0.0,0.0
48185,9496.0,20,17,31,5.8,30,18,21.0,22.0,4501.0,44.0,93.0,43,5.3,5.1,10.2,Yes,17,11,5,2,76.5,481.0,12,400.0,19,32,25.0,12.0,48023.0,34.0,28082,22.6,16.8,15.3,1.0,0.4,0.1,24.4,58.3,4,45.4,18331.0,TX,10062.043114503056,250.0,0.0,0.0
48187,6346.0,17,14,32,7.7,23,21,15.0,36.0,3954.0,39.0,94.0,61,3.3,3.9,10.4,Yes,13,9,4,1,79.9,1597.0,11,116.0,12,31,18.0,9.0,66886.0,26.0,159659,25.6,13.3,7.5,1.0,1.9,0.2,38.0,50.4,3,50.5,34412.0,TX,45872.09253897131,250.0,0.0,0.0
48189,7922.0,26,17,31,7.6,26,17,23.0,29.0,4602.0,32.0,89.0,46,5.1,4.2,7.6,No,15,9,6,1,76.9,410.0,9,77.0,13,32,29.0,11.0,43570.0,23.0,34134,27.5,13.1,4.8,1.7,0.6,0.1,59.4,33.9,6,48.1,8379.0,TX,8218.594954400593,250.0,0.0,0.0
48193,11075.0,16,14,28,6.9,25,17,23.0,96.0,8564.0,19.0,99.0,55,3.9,5.3,8.6,No,15,10,1,4,74.5,193.0,12,144.0,17,29,26.0,15.0,44230.0,20.0,8422,21.6,25.1,0.6,1.8,0.8,0.1,12.5,84.6,3,50.3,5483.0,TX,2159.0249927912173,250.0,0.0,0.0
48199,9023.0,13,15,30,6.6,30,20,15.0,21.0,5541.0,42.0,96.0,60,6.1,5.0,9.6,Yes,12,8,2,2,76.3,837.0,10,130.0,18,30,18.0,8.0,58829.0,45.0,57139,24.8,16.2,5.5,0.6,0.7,0.0,5.7,86.6,0,50.8,28163.0,TX,14782.461131634524,250.0,0.0,0.0
48201,6591.0,18,13,27,7.2,22,18,21.0,58.0,5031.0,43.0,87.0,59,5.0,5.0,12.0,Yes,20,15,6,1,79.5,43762.0,10,646.0,17,34,25.0,11.0,58664.0,36.0,4652980,26.9,10.2,18.6,1.1,7.3,0.1,43.0,29.7,12,50.3,49653.0,TX,1275318.5573983768,250.0,0.0,0.0
48203,8951.0,18,16,35,6.5,31,19,17.0,27.0,5647.0,45.0,94.0,52,5.2,4.5,10.0,Yes,12,9,3,2,76.4,1043.0,13,176.0,21,34,21.0,10.0,50584.0,31.0,66661,25.5,16.5,20.7,1.2,0.8,0.1,13.5,63.3,2,51.1,36789.0,TX,16030.525983362948,250.0,0.0,0.0
48207,8347.0,19,16,28,6.8,27,18,22.0,53.0,3201.0,33.0,91.0,37,4.7,4.4,7.8,Yes,11,6,3,3,77.6,96.0,11,319.0,16,31,26.0,13.0,35075.0,13.0,5746,18.5,22.2,3.8,1.1,0.9,0.0,29.2,64.1,10,46.9,2809.0,TX,1098.1949425851208,250.0,0.0,0.0
48209,5094.0,17,15,28,7.7,17,22,16.0,42.0,3824.0,44.0,89.0,69,3.1,4.7,10.3,Yes,22,18,3,1,80.5,1599.0,9,173.0,13,30,18.0,9.0,66525.0,23.0,214485,23.2,10.6,3.7,1.2,1.7,0.1,39.0,53.8,4,50.2,49822.0,TX,74054.61258900876,250.0,0.0,0.0
48213,10992.0,18,17,33,6.2,33,17,21.0,34.0,5226.0,50.0,96.0,49,4.2,4.5,10.4,Yes,14,11,3,1,74.6,1647.0,11,161.0,19,33,25.0,11.0,44500.0,35.0,81064,21.3,21.9,6.2,0.9,0.7,0.1,12.9,78.1,2,51.2,47206.0,TX,18604.985324260368,250.0,0.0,0.0
48215,5603.0,29,15,30,7.0,21,14,30.0,45.0,5746.0,44.0,88.0,47,7.4,5.6,9.4,Yes,27,15,13,3,82.1,6320.0,10,177.0,10,33,41.0,11.0,36978.0,27.0,860661,33.0,10.8,0.4,0.5,1.1,0.0,92.2,6.2,20,51.0,39813.0,TX,263531.0219138022,250.0,0.0,0.0
48217,8764.0,18,17,29,7.3,29,18,23.0,31.0,5490.0,39.0,96.0,49,3.9,4.6,10.1,Yes,16,11,4,2,76.4,610.0,12,127.0,18,31,27.0,14.0,47162.0,29.0,35852,23.4,20.6,6.5,0.9,0.5,0.1,20.8,70.3,3,50.2,26761.0,TX,10213.950592223771,250.0,0.0,0.0
48219,9371.0,20,15,31,6.9,29,18,20.0,56.0,4292.0,30.0,87.0,54,3.7,4.5,7.5,Yes,12,7,4,2,75.9,336.0,10,47.0,12,32,24.0,10.0,48449.0,18.0,23088,26.0,14.3,3.6,1.4,0.6,0.0,48.1,46.6,5,50.0,9139.0,TX,9054.780801211042,250.0,0.0,0.0
48221,8080.0,13,14,28,7.0,28,19,18.0,46.0,3490.0,47.0,95.0,56,4.2,4.6,9.6,Yes,12,9,2,2,78.2,855.0,12,108.0,16,30,20.0,12.0,64687.0,21.0,58273,21.3,24.5,0.8,1.0,0.9,0.1,12.7,83.9,2,50.9,16811.0,TX,15233.024539726866,250.0,0.0,0.0
48223,7841.0,18,17,31,6.8,29,18,21.0,27.0,4342.0,33.0,94.0,52,3.6,4.4,10.1,No,15,10,4,1,76.9,554.0,12,138.0,18,32,25.0,14.0,44925.0,31.0,36496,24.9,18.0,7.1,0.9,0.7,0.1,16.9,73.3,3,50.8,20965.0,TX,8685.424752708841,250.0,0.0,0.0
48225,9082.0,20,18,28,4.4,29,16,19.0,18.0,4369.0,38.0,95.0,44,4.2,5.0,9.8,Yes,17,15,2,2,76.6,390.0,11,729.0,23,34,23.0,11.0,37723.0,39.0,23021,19.8,21.6,25.1,0.7,0.7,0.0,11.0,61.8,2,46.6,17440.0,TX,5067.235673611711,250.0,0.0,0.0
48227,9586.0,20,16,37,6.8,24,20,17.0,33.0,7159.0,33.0,92.0,46,4.3,4.3,7.5,Yes,13,9,3,1,74.3,614.0,11,376.0,14,35,20.0,10.0,46899.0,22.0,36040,21.7,12.9,6.2,1.7,1.2,0.1,42.4,48.6,7,42.8,7025.0,TX,7996.104873619808,250.0,0.0,0.0
48231,9362.0,18,16,32,6.9,26,19,20.0,29.0,6070.0,36.0,90.0,55,3.9,5.1,10.4,Yes,18,14,4,1,75.7,1464.0,11,130.0,19,32,23.0,11.0,53421.0,40.0,93872,23.9,15.8,7.9,1.2,1.5,0.2,16.4,71.7,2,50.7,48776.0,TX,19777.08133072418,250.0,0.0,0.0
48233,10052.0,17,16,31,6.9,31,19,19.0,33.0,5199.0,34.0,94.0,59,6.0,5.1,7.1,No,11,7,3,1,74.8,366.0,11,102.0,16,31,23.0,12.0,53465.0,24.0,21375,25.6,16.2,2.5,2.2,0.7,0.1,23.4,70.2,2,49.7,4998.0,TX,7606.356258014715,250.0,0.0,0.0
48237,9640.0,17,17,29,6.0,24,20,21.0,34.0,5601.0,35.0,98.0,40,3.7,4.4,8.6,No,10,6,3,2,75.3,144.0,10,134.0,17,32,24.0,14.0,47824.0,16.0,8832,21.8,16.8,3.9,1.1,0.6,0.1,16.9,77.0,3,43.9,4813.0,TX,1725.9002849059834,250.0,0.0,0.0
48239,7680.0,17,14,31,7.8,25,18,19.0,7.0,4400.0,39.0,96.0,56,4.0,4.5,9.5,Yes,14,10,4,0,78.2,204.0,11,124.0,14,31,22.0,11.0,49350.0,53.0,14805,25.5,17.7,5.9,0.9,1.2,0.0,33.4,58.2,3,50.4,8701.0,TX,3881.8128937003153,250.0,0.0,0.0
48241,10392.0,17,17,32,6.1,24,19,16.0,36.0,4829.0,37.0,96.0,41,7.4,5.0,9.5,Yes,12,8,3,1,75.1,635.0,13,157.0,22,32,19.0,10.0,43368.0,51.0,35561,24.0,19.3,16.0,0.7,0.5,0.1,6.7,74.8,1,50.5,27920.0,TX,8251.430914653016,250.0,0.0,0.0
48245,9461.0,19,17,34,5.7,29,17,20.0,58.0,4988.0,43.0,86.0,53,7.3,5.5,10.0,Yes,17,14,3,1,75.8,3765.0,13,567.0,24,35,24.0,10.0,47852.0,45.0,256299,24.0,14.1,33.3,1.0,4.0,0.1,20.8,40.4,4,48.7,21196.0,TX,63485.45329293495,250.0,0.0,0.0
48249,9281.0,27,15,30,8.0,24,16,19.0,29.0,6165.0,36.0,84.0,44,7.5,5.7,9.1,Yes,17,10,6,3,76.2,587.0,10,76.0,10,33,24.0,9.0,40681.0,34.0,40871,28.2,15.0,0.5,1.1,0.5,0.1,80.6,17.8,4,50.6,16370.0,TX,13372.3746316244,250.0,0.0,0.0
48251,7376.0,15,16,30,7.4,22,20,18.0,45.0,6135.0,46.0,93.0,53,3.8,3.9,10.5,No,13,9,3,1,77.2,2141.0,9,165.0,15,30,21.0,11.0,61813.0,30.0,167301,26.0,13.9,3.2,1.0,0.9,0.5,21.3,72.2,3,50.1,57165.0,TX,51907.35281380138,250.0,0.0,0.0
48253,10701.0,18,17,30,6.8,26,21,20.0,25.0,6844.0,28.0,96.0,34,5.3,5.2,8.1,Yes,10,8,1,2,75.3,286.0,10,223.0,17,34,23.0,11.0,44132.0,29.0,19983,17.5,15.2,12.0,1.5,0.7,0.0,27.9,58.3,1,37.0,17202.0,TX,5348.562218440612,250.0,0.0,0.0
48255,6656.0,24,17,30,7.3,23,19,16.0,26.0,4554.0,45.0,95.0,37,3.5,5.9,9.4,Yes,16,8,8,2,78.6,178.0,9,246.0,14,34,18.0,9.0,48708.0,23.0,15187,20.7,14.2,8.6,1.0,0.4,0.0,54.0,36.4,6,40.7,5691.0,TX,6491.462937304785,250.0,0.0,0.0
48257,7418.0,16,16,31,7.5,26,20,18.0,32.0,5553.0,49.0,93.0,58,3.5,4.1,10.6,Yes,15,12,3,1,77.2,1485.0,10,193.0,16,32,22.0,9.0,65942.0,25.0,122883,27.6,11.9,11.1,1.0,1.3,0.1,21.4,64.1,4,50.7,50453.0,TX,42426.40194640059,250.0,0.0,0.0
48259,5600.0,13,12,26,8.4,21,20,14.0,78.0,2159.0,46.0,98.0,71,3.1,4.5,9.2,Yes,15,12,2,1,80.9,385.0,9,108.0,12,30,16.0,10.0,89637.0,35.0,44026,23.4,18.7,1.1,0.7,1.3,0.1,24.1,72.0,2,51.0,19431.0,TX,10006.8480596951,250.0,0.0,0.0
48265,7951.0,18,14,29,6.8,24,16,20.0,85.0,2600.0,46.0,94.0,54,3.4,4.1,8.5,Yes,18,13,4,2,78.2,814.0,14,118.0,15,29,24.0,11.0,49748.0,25.0,51720,19.3,27.4,1.4,1.2,1.0,0.1,26.8,69.1,2,51.8,20397.0,TX,11196.013428769416,250.0,0.0,0.0
48273,8917.0,28,16,28,7.0,23,18,21.0,41.0,9249.0,38.0,88.0,63,5.9,6.7,9.1,Yes,19,14,6,1,76.0,408.0,9,104.0,12,33,26.0,9.0,41257.0,14.0,31088,24.5,12.9,3.5,0.9,2.3,0.2,72.9,20.3,3,48.9,6050.0,TX,9185.556882027486,250.0,0.0,0.0
48277,10053.0,21,18,34,5.7,33,16,20.0,50.0,5570.0,47.0,94.0,53,4.2,5.0,9.9,No,15,12,3,1,75.1,914.0,13,141.0,22,34,23.0,11.0,47212.0,33.0,49587,23.9,19.0,12.9,1.8,0.8,0.0,7.9,74.4,1,51.8,23444.0,TX,11733.821075000273,250.0,0.0,0.0
48279,8383.0,27,18,32,8.2,24,15,24.0,23.0,4673.0,35.0,96.0,50,5.2,4.5,7.5,Yes,11,6,5,2,77.0,177.0,11,141.0,13,32,30.0,14.0,41099.0,12.0,13210,28.0,16.4,3.6,1.8,0.4,0.1,56.0,38.8,6,50.4,8063.0,TX,5067.610002606922,250.0,0.0,0.0
48281,7429.0,16,15,30,7.1,26,18,19.0,43.0,6887.0,23.0,97.0,59,3.7,4.3,9.0,Yes,13,11,2,1,78.7,279.0,10,87.0,16,30,22.0,13.0,55759.0,25.0,21027,22.9,19.0,3.5,1.2,1.4,0.3,20.0,72.0,1,50.9,13433.0,TX,6377.396116951922,250.0,0.0,0.0
48285,6765.0,15,14,31,7.6,27,18,17.0,66.0,6315.0,34.0,97.0,53,3.6,4.7,9.6,No,13,6,7,1,78.5,289.0,12,91.0,15,30,19.0,13.0,51191.0,30.0,20062,23.7,23.1,6.0,0.6,0.5,0.1,18.8,73.5,2,51.0,15664.0,TX,4916.292483715187,250.0,0.0,0.0
48287,7918.0,16,15,32,7.7,28,19,19.0,29.0,5142.0,47.0,95.0,49,3.3,4.7,9.7,Yes,13,8,3,2,77.8,229.0,12,147.0,16,31,21.0,11.0,54164.0,33.0,17183,22.1,18.0,10.7,1.1,0.6,0.2,23.4,63.4,3,49.5,11582.0,TX,5197.310465752014,250.0,0.0,0.0
48291,9981.0,18,17,29,6.6,26,19,21.0,24.0,7282.0,33.0,92.0,38,7.1,4.7,10.3,Yes,16,11,5,1,74.1,1423.0,11,422.0,19,33,25.0,11.0,50420.0,26.0,83658,26.0,12.8,9.7,1.1,0.6,0.1,24.8,63.3,4,50.5,47827.0,TX,22309.37003179865,250.0,0.0,0.0
48293,9308.0,21,18,34,6.3,29,17,21.0,38.0,5890.0,38.0,90.0,47,5.5,4.4,9.9,Yes,14,10,3,2,76.2,393.0,12,133.0,20,33,25.0,12.0,41434.0,30.0,23527,22.8,18.9,16.9,1.2,0.7,0.1,22.4,58.3,6,48.2,12538.0,TX,6118.059538594464,250.0,0.0,0.0
48297,9243.0,19,15,29,8.0,25,18,19.0,8.0,4858.0,35.0,93.0,43,4.7,4.9,9.2,No,13,8,4,1,77.5,173.0,11,134.0,13,31,22.0,14.0,50430.0,40.0,12174,20.2,20.3,4.2,1.2,0.6,0.1,40.0,53.8,6,45.6,11531.0,TX,2417.554200094834,250.0,0.0,0.0
48299,8567.0,16,14,28,6.5,28,16,19.0,74.0,3860.0,46.0,100.0,46,3.7,4.9,8.8,Yes,13,10,2,2,78.9,389.0,13,130.0,17,29,21.0,13.0,51078.0,46.0,21210,15.5,35.6,1.0,1.0,0.6,0.0,10.7,86.1,2,51.7,8720.0,TX,5066.170868441624,250.0,0.0,0.0
48303,8186.0,18,16,32,7.1,27,19,15.0,83.0,4223.0,42.0,90.0,65,3.2,4.8,8.2,Yes,19,16,3,1,76.9,3682.0,8,181.0,16,34,18.0,9.0,47460.0,28.0,305225,24.1,12.2,7.0,1.1,2.4,0.1,35.5,53.5,2,50.7,31607.0,TX,110912.33459238573,250.0,0.0,0.0
48307,8513.0,21,16,29,6.5,27,16,21.0,61.0,5256.0,25.0,98.0,48,3.6,5.2,7.8,Yes,17,11,6,1,77.2,150.0,11,86.0,15,31,25.0,12.0,40157.0,5.0,7957,22.3,22.1,1.8,1.1,0.8,0.1,32.4,63.5,2,49.7,2926.0,TX,1765.1188443972435,250.0,0.0,0.0
48309,7328.0,20,16,31,5.5,24,18,18.0,75.0,5855.0,46.0,91.0,59,3.8,5.1,10.4,Yes,19,16,3,1,78.1,2964.0,10,202.0,19,32,21.0,11.0,47306.0,35.0,251259,24.8,14.2,14.1,1.1,1.7,0.1,26.4,56.0,4,51.2,54855.0,TX,74089.4769796786,250.0,0.0,0.0
48313,8312.0,19,17,29,6.0,24,20,22.0,21.0,7241.0,41.0,95.0,34,4.6,4.9,9.8,No,21,15,8,2,76.8,198.0,10,290.0,19,33,26.0,13.0,42058.0,41.0,14222,21.1,15.6,19.7,1.3,0.7,0.1,23.0,54.9,4,42.6,9210.0,TX,4279.917030732744,250.0,0.0,0.0
48315,13329.0,18,17,32,6.1,27,16,17.0,10.0,5638.0,37.0,94.0,50,5.7,5.0,9.9,No,14,12,1,2,72.3,266.0,14,204.0,24,32,20.0,10.0,36936.0,29.0,10064,18.6,25.3,21.0,1.2,0.8,0.0,4.0,71.1,1,51.3,10546.0,TX,2052.352591769845,250.0,0.0,0.0
48321,9972.0,23,17,31,6.0,26,17,20.0,38.0,5892.0,38.0,92.0,44,7.2,5.8,9.8,Yes,16,12,3,1,75.4,610.0,12,220.0,17,33,24.0,11.0,46801.0,34.0,36840,25.6,16.5,10.3,1.3,2.0,0.1,42.7,43.8,6,49.9,13366.0,TX,10372.888879665355,250.0,0.0,0.0
48323,6562.0,35,17,30,7.1,25,15,27.0,26.0,6582.0,27.0,87.0,51,9.3,5.9,8.2,No,25,12,12,3,78.7,548.0,10,161.0,9,33,36.0,13.0,33507.0,16.0,58216,31.7,11.5,0.3,1.7,0.7,0.0,95.1,2.8,28,50.1,5022.0,TX,24157.98080920528,250.0,0.0,0.0
48325,6992.0,19,14,32,8.3,22,18,17.0,24.0,4574.0,33.0,94.0,56,3.8,5.1,9.4,Yes,14,9,4,2,79.0,603.0,12,159.0,9,30,20.0,9.0,56173.0,14.0,50066,23.4,16.3,2.4,1.1,0.8,0.2,51.9,43.8,2,48.3,28319.0,TX,12284.563435544518,250.0,0.0,0.0
48329,6870.0,18,14,33,8.1,25,21,17.0,36.0,4038.0,41.0,88.0,60,3.0,4.4,7.9,Yes,15,10,5,1,78.7,1604.0,8,138.0,11,31,20.0,12.0,76307.0,31.0,165049,28.4,10.4,5.9,1.2,2.1,0.1,45.0,45.5,6,49.7,16824.0,TX,48004.79252159988,250.0,0.0,0.0
48331,9159.0,19,16,32,6.8,23,17,20.0,12.0,7841.0,38.0,91.0,51,5.0,4.8,9.9,No,15,10,3,1,76.6,417.0,11,208.0,17,32,23.0,11.0,44855.0,28.0,25053,24.9,19.9,8.8,1.2,1.0,0.0,26.6,62.0,2,50.9,13909.0,TX,6029.315139588274,250.0,0.0,0.0
48337,10351.0,16,16,28,6.9,26,18,21.0,31.0,4465.0,23.0,96.0,51,4.0,4.5,9.1,Yes,14,10,2,3,74.9,364.0,11,87.0,18,30,25.0,14.0,47590.0,18.0,19539,22.7,22.1,0.5,1.4,0.4,0.0,11.3,85.7,2,50.7,11623.0,TX,5352.83658044396,250.0,0.0,0.0
48339,6072.0,14,14,24,7.6,22,21,17.0,61.0,5190.0,46.0,92.0,65,4.3,4.8,11.4,Yes,15,11,4,1,79.5,5738.0,9,167.0,15,32,20.0,10.0,77149.0,20.0,570934,26.5,12.9,4.9,1.0,3.1,0.1,24.1,66.2,4,50.4,103571.0,TX,172435.27542801682,250.0,0.0,0.0
48341,7706.0,22,17,31,7.5,23,17,26.0,41.0,4819.0,36.0,97.0,44,2.9,3.5,6.9,No,18,7,11,1,77.8,228.0,9,101.0,11,32,32.0,15.0,51444.0,23.0,22097,32.0,10.5,3.3,1.6,7.7,0.2,55.3,32.2,14,48.0,3683.0,TX,6390.376828867521,250.0,0.0,0.0
48343,14031.0,18,16,32,6.2,27,17,20.0,16.0,5553.0,41.0,95.0,50,8.6,4.2,9.8,No,13,7,5,2,72.9,265.0,13,143.0,25,33,24.0,11.0,39627.0,16.0,12467,23.1,21.4,22.5,1.3,0.6,0.1,10.0,63.8,2,52.0,10143.0,TX,3025.415862273679,250.0,0.0,0.0
48347,7888.0,19,17,34,5.5,28,17,21.0,68.0,5347.0,44.0,89.0,57,4.3,5.5,9.9,Yes,19,16,3,2,77.3,803.0,13,186.0,22,32,26.0,11.0,42367.0,39.0,65580,23.4,14.2,17.9,0.9,1.5,0.1,19.5,59.4,4,52.1,29978.0,TX,14950.650943146027,250.0,0.0,0.0
48349,10223.0,20,17,28,6.5,27,17,22.0,56.0,4739.0,45.0,95.0,50,3.9,4.6,10.2,Yes,17,11,5,2,74.9,817.0,11,220.0,18,33,27.0,10.0,41944.0,14.0,48701,26.2,16.8,12.8,1.1,0.8,1.2,27.3,56.2,7,50.9,25136.0,TX,14370.433573306498,250.0,0.0,0.0
48353,9655.0,21,16,31,7.3,29,18,17.0,27.0,5122.0,30.0,93.0,46,4.1,4.6,7.6,Yes,13,7,3,3,75.6,245.0,11,148.0,15,31,21.0,9.0,42662.0,28.0,14770,26.1,17.9,4.4,1.2,0.9,0.1,37.9,55.2,3,50.2,4969.0,TX,3561.339764085802,250.0,0.0,0.0
48355,7920.0,22,14,34,7.8,23,19,18.0,78.0,4513.0,38.0,87.0,57,5.4,4.9,9.9,Yes,18,13,5,2,78.1,4599.0,12,199.0,11,33,23.0,8.0,51910.0,23.0,361221,24.8,14.1,3.5,0.8,2.2,0.1,63.9,29.4,3,50.6,21935.0,TX,102443.348273053,250.0,0.0,0.0
48361,10873.0,16,18,34,6.4,32,21,14.0,20.0,4627.0,45.0,91.0,58,6.9,4.6,9.8,Yes,13,10,3,1,74.0,1566.0,12,173.0,20,33,17.0,6.0,57257.0,58.0,85047,25.0,15.6,8.6,0.7,1.1,0.1,7.7,80.7,1,50.5,28783.0,TX,17662.763420259587,250.0,0.0,0.0
48363,9672.0,19,17,30,6.3,27,18,21.0,53.0,6558.0,42.0,94.0,44,4.1,5.2,9.1,Yes,18,13,4,2,75.3,532.0,11,134.0,18,32,26.0,12.0,45869.0,36.0,28570,23.7,19.2,2.3,1.1,0.8,0.1,19.9,75.2,4,50.8,14116.0,TX,7881.221311261416,250.0,0.0,0.0
48365,10432.0,17,16,34,6.4,27,18,17.0,34.0,6369.0,36.0,89.0,59,5.5,4.8,10.0,Yes,11,7,3,1,74.9,391.0,12,127.0,21,31,20.0,10.0,48971.0,26.0,23243,23.6,18.4,15.6,0.7,0.8,0.1,8.8,73.2,1,50.7,17304.0,TX,5560.560179978666,250.0,0.0,0.0
